"source","target","value"
"NBA","1st seed","0.702702702702703"
"NBA","2nd seed","0.162162162162162"
"NBA","3rd seed","0.108108108108108"
"NBA","4th seed","0"
"NBA","5th seed","0"
"NBA","6th seed","0.027027027027027"
