"source","target","value"
"NFL","1st seed",0.389285714285714
"NFL","2nd seed",0.075
"NFL","3rd seed",-0.00535714285714286
"NFL","4th seed",0.0803571428571428
"NFL","5th seed",-0.0339285714285714
"NFL","6th seed",-0.00535714285714286
