"source","target","value"
"NBA","1st seed",0.640202702702703
"NBA","2nd seed",0.099662162162162
"NBA","3rd seed",0.045608108108108
"NBA","4th seed",-0.0625
"NBA","5th seed",-0.0625
"NBA","6th seed",-0.035472972972973
