"source","target","value"
"NHL","1st seed",0.305921052631579
"NHL","2nd seed",0.200657894736842
"NHL","3rd seed",0.0953947368421053
"NHL","4th seed",0.0427631578947368
"NHL","5th seed",-0.00986842105263158
"NHL","8th seed",-0.00986842105263158
