"source","target","value"
"NHL","1st seed",0.368421052631579
"NHL","2nd seed",0.263157894736842
"NHL","3rd seed",0.157894736842105
"NHL","4th seed",0.105263157894737
"NHL","5th seed",0.0526315789473684
"NHL","8th seed",0.0526315789473684
